	text	category
1436	 Mammunniyude unda pottum ennulavar like adi🤣	Negative
1437	 Toveee...... ichayo... trailer kandu aaake excitement adichu irikkuva...film ethrayum vegham theater lu ethiyengil	Positive
1438	 kaanunnathinte oppam comment vaayikkan Vanna njaaan	unknown_state
1439	 Ufff.. Ejjathi item mone   Vakkukal varunila ..etta.	Positive
1440	 Video kandutheran samayam aayilla athinu munne malaranmar dislike adikan thudangi	Negative
1441	 Mammukayude 150 kodi padem aayi maratte madura raja	Positive
1442	 Kattaa waiting Suraj ettan  Soubikkaa  Robot ettan Japan chechi	Positive
1443	 LALLETAN FANS LIKE BUTTON ADICHU POTIKKE	unknown_state
1444	 Ejjathi MASS  Romanjam  mammookka	Positive
1445	 Pazhaya lalettan + pazhaya rajuettan + pazhaya achaayan nivin angane aaage motham 3.....ethin pogum ennulla  confusion aaanallo	unknown_state
1446	 Padam iragan eni thivasagal mathram katta waiting	Positive
1447	 Prayam oru number maathram thalivaa	Positive
1448	 Oru newcomern kittavaunna etavaum nalla role....  all d bst team	Positive
1449	 Ithu vere level trailer aanu Mone....	Positive
1450	 priwtiraj  enna  otta karannam  kond  like  adikuna  kure pear	unknown_state
1451	 Trailer repeat kandukondirikkan thonnum.. LALETTAN.. ISHTAM	Positive
1452	 Youtube adichu poi makkale.. Raja vannu......	Positive
1453	 Mammooka - rajuettam combo kaanan aaroke kaathirikunund???	unknown_state
1454	 Oru raksha illa ikka marana mass	Positive
1455	 Dialougue okke LKG piller parayunna poleyund	Negative
1456	 Padam kandathinushesham onnumkude trailer Kanan vannavarundooo	unknown_state
1457	 sadaram trailer powli aayaaal film il onnum.undavilla avrg film aayi othungaarund ath pole aavathirikkatte	Mixed_feelings
1458	 Trailler pora padam 8 nela pottum ane tonunee	Negative
1459	 Padam kandit  trailer Kanan vanath njn mathrm ano ?	unknown_state
1460	 Pazhassi raja pole oru mega hit aavatte	Positive
1461	 Madhuraraja_3hours 86K like Lucifer_49 minutes 120K like Feel the difference	Positive
1462	 tamilnattilum No1 trending aaya first malayalam trailer..!#lalswag	Positive
1463	 Panchavarnaa thatha poley oola padavaruthittaaaa pishuuu	Mixed_feelings
1464	 Oru addar item koodi iyye padathill varan nde athe mikkavarum last avum arayya...... Twist.......	Positive
1465	 Ikka fans come on 🥰🥰🥰 ikka uyir	Positive
1466	 Surajettan &  soubinkka   powli combo	Positive
1467	 Un like Adaichavarkk Nadu viral namaskkaram	Negative
1468	 Dilepettan pedikarudh koode mammukka fans und okk	unknown_state
1469	 Ettane kaanan vendi vannavar undo  Podunge inge oru like	unknown_state
1470	 Lift il kudungi rakshapedunnath ano kadha yenn thoniyavar like adiche	unknown_state
1471	 Trailer kaduppam odiyan pole akathirunnal mathiyayirunnu	Mixed_feelings
1472	 Kashtam 27k pottanmaaru ee keralathil indello daivame... Dislike kandille.	Negative
1473	 Raja odi vaykkan povunnathu Akshay thomasineya	unknown_state
1474	 Ethu polikkum pinnalla	Positive
1475	 Polichu........Odiyan manikante varave kandoo makkaleaaa.....	Positive
1476	 ഇജ്ജാതി bgm. Vere level. Pwlichuu. Thakarthy. Mammookkka.	Positive
1477	 Woww woww.... Katta katta waiting Lalettaaaaa	Positive
1478	 annaa njagal katta waiting aanu abudhabi dalma mallil... annanem pillarem kanan...	Positive
1479	 Ntey achyaa aaa vali onnu nirthu🤣	unknown_state
1480	 Pwolicheeee mammookkaa ingalu oru maha sagaram thanneyaaa	Positive
1481	 Daily views etrayayi enn nokan varrunavar adi like	unknown_state
1482	 Ennalum ithrem kashttappettu dislike adikkunnadhu enthinanavo	Negative
1483	 Sreekumar avila prithiraj ennulla viswasam und .... So all best u guys	Positive
1484	 1:10 ee scene onnum cinemayil illa.... Pattich	Negative
1485	 Bilal jhoninu.  Davide ninanil ഉണ്ടായ സന്തധി deric abraham	unknown_state
1486	 Mass dialogue ketittu chiri vanathu enikku mathram aano	Mixed_feelings
1487	 Trailer ithanenkil padathinte kaaryam parayanundo padam koluthiyal bahubaliyude colectionkke pazhamkadha	Positive
1488	 Verupikkal manju ullathu ozhichal baki ellam super	Mixed_feelings
1489	 Odiyante triler leak cheyyum ennu parayunnavarod.....ayyappante photo veettil undenkilum swamiye kanan ellavarum malaykku thanne pokum	Negative
1490	 First Malayalam teaser to get  k likes...Lalettande mass	Positive
1491	 Manju warrier enthu koppe undakan irikuva	Negative
1492	 Mamookka eth polikkum	Positive
1493	 Dislike adukunna pooo maklkekk anta veral gift	Negative
1494	 Pokiri raja filim last sidheeq nte kaaal odikknnille apo avn ipravishym kaaalillathe nondi alle varande	unknown_state
1495	 Idhentha Views koodath lle. Madhuraraja okke idhillum speedil eppezho kadann poyi.....	unknown_state
1496	 Polichu...  namude ലാലേട്ടൻ.. ...  rajuchettan	Positive
1497	 Balaalsankam.... Aaa pani njn cheyyilla... Neeyum cheyyilla	unknown_state
1498	 Aa urumi karakki adikkunnathu woe ROMANGIFICATION	Positive
1499	 Trailor angott kluch pidikunilla ellavarum support cheyyu	unknown_state
1500	 Randu perum vishu angot kondu poyi...... Malayalam cinema industryde uyarthu ezhunelpum	Positive
1501	 ettavum polichath bgm aanu .no raksha	Positive
1502	 Mammuni thendikal ethra dislikes adichalum Raja 8 nilayil pottum	Negative
1503	 Khalid rahman... we r katta waiting here .....	Positive
1504	 Thugs of hindhustan njan kandatha ...	unknown_state
1505	 trailer polichu ikka Marana mass	Positive
1506	 1:51 ....VAADA ...aa oru otta shot mathi	Positive
1507	 1:01 ippo manasilayile	unknown_state
1508	 Oru thavana kanumbozhum hype kooduvanallo Bhaghavane	Positive
1509	 Unni mukundan poli ikka vere	unknown_state
1510	 All the best mammukka... Ningal pwolik..	unknown_state
1511	 Ithu fan made aano pakshe lalettanunee veesham cheerillannu parayunnavar  ithu lalettanee cheeru	unknown_state
1512	 Njan Mohanlal fan aanenkilum....... Ikka Namichu	Positive
1513	 Koothara mass padam.. oru simbha touch	Negative
1514	 Enna friendship daykku oru cake vaangichu kodukku...	unknown_state
1515	 Prithviraj ille ee padathil?... Padam pollikum enn thonunavar like adiku..	unknown_state
1516	 Ikkante mathram pilear undangilkayy adikada...	unknown_state
1517	 Mass entry ekka	Positive
1518	 kammara sambhavam madhuraraja trailer undakkiyaa aalanalle trailer undakiyathu  cinema idi akathirunnal mathi  vargam poloru padam ayalum mathi	Mixed_feelings
1519	 Haters കണ്ടം vayi panjoo raja പിള്ളേരും stronga double strongalle triple strong	Negative
1520	 Ente ponnoo.. Gopi Sundar .. Ingal poliyanu bro.. Mammookane pinne enthu parayaan oru raksheellaaa	Positive
1521	 Padam polichu mass + class movie	Positive
1522	 Ikka mwuthe happy birthday   lub u	Positive
1523	 Ithupoloru kidukachi trailer njan vere kandittilla	Positive
1524	 Ikkak vinu mohan fansinte ella supportum undagumm	Positive
1525	 athoru valiya kadhayaa monee . paranju thudagiyaa......................super dialogue	Positive
1526	 Aahh kaalathille Muslim baasha enganaanoo athu polle thanneyanu lallettan ithill present cheyithirrikunnee Padam polkummmm	Positive
1527	 Ith kerala kkaraye ilakki marikkan irangunna padam...Ini theatre poorapparamb aavunnath kanich tharam..nee kandathonnumalla kettoda..	Negative
1528	 December 12   ikka Katta Waiting ikka	Positive
1529	 Bgm poaRaaa.... Goapi aanel maanthittaanelum Bgm GoosebumpS aakkum	Negative
1530	 Appol  summer vacation lucifer kondu pokum	Positive
1531	 Ithupole aayirunnu pulimurugan inte trailer..... Pinnedu nadannathuu malayala cinemaye maatimaricha charithramm ...... Waiting for Odiyan laletta	Positive
1532	 Ikka fans undenghil ente page onn subscribe plz	unknown_state
1533	 Tovino machannn nivin achachanntee pillarude katta support fans  like	unknown_state
1534	 Pudiya pstr kanditu tralril rajuvettane nokkan vannavr like adi	unknown_state
1535	 Mammokkaaa katta waiting for this movie	Positive
1536	 Mass enn paranja pora marana mass	Positive
1537	 Mohanlal=manju Manju=mohanlal  #manju kanji kodukendi verumo??  Lalletta aduttha filmilengilum nadiye mattane plzzz.. Illengil kanji orappa!	Negative
1538	 Katta waiting  Lalettan  Rajuettan polichu heavy  Entha oru feel	Positive
1539	 Hindi Tamil Telugu trailerinu wait cheyyunnavar arokke?	unknown_state
1540	 Eth suraj ettan vaikunundengil.....etta nighalanu epo ente superstar....parayunathinekalun nammal chaidhukanikunathila vijayam ennu ketitund...proud of u....oru aniyathikutti...	Positive
1541	 Ippol thanne ethra pravashyam Kandu ennu enikkariyilla	Positive
1542	 YouTube hang aaayi 71k Like 16k Views	unknown_state
1543	 BGm.. Uffffff... Romanjam.... Katta Romanjam  Epic Mamangam.. മമ്മൂക്ക  Haters.... ചാവാൻ ഒരുങ്ങിക്കോ	Positive
1544	 Karikkinde video vare oru divasam 5million view ivide mamangathinu endu kond aa pradhanyam kodukkunnilla	unknown_state
1545	 212k wtf?  202 k likes and 20k dislike?	unknown_state
1546	 Asooyamootha laalunnikal kuthiyirunnu dislike adikkunnu .poy chaavinadaa	Negative
1547	 katta waiting mamangam njanum undakum November 21	Positive
1548	 Lucifer Mass kuranja strogillatha trailor.madhuraraja teaser tripple strong mass.mohanlal mass look 100/100.mammoottymass look 100/100.lucifer trailorinekkal kidilan madhuraraja teaser.	unknown_state
1549	 From tamilnadu mamukka fan vera level	Positive
1550	 Trailer athra pora ennalum cinema polikaneeeerrr	Mixed_feelings
1551	 Views ethrayaayenn 5	unknown_state
1552	 Kidivey ennu parayunnilla athilum valuthIkka prathekshakalkkappuram	Positive
1553	 Enthoke paranjalum anu mol Dhileepettanu nallonam cherunnund	Positive
1554	 Ikka mass Kolamass no raksha	Positive
1555	 ith Challi annu ennu urapulavark like adikam	unknown_state
1556	 Tech and hack updates aaaii channal kannan marakallaaa..	unknown_state
1557	 TT full time Cigaretteilanallo padathil.Cigarettinodenthenkilum virodhamundo	unknown_state
1558	 raja muthalla jeevana  67 vayassilum nthoru  energy  proud to be mammoka  fan	Positive
1559	 Luciferinte athrayum eatthilla ninte vatturaja pinna sunny chechie ullathu kondu kaanaaaam	Negative
1560	 kanunnathin  anusarich veendum veendum kanan thonnunu	Positive
1561	 E padathodu koodi tovino Thomas super star	Positive
1562	 MAMMOOKKA chakkalla  chakkidippumalla  chakkillae chorayaa nalla KATTA chorraaa...	unknown_state
1563	 Nalla kidilan trailer . Ithu kidukkum.wowww......	Positive
1564	 Pandaram adangan kanditu angu mathiyavanilaalo...Onnonara trailer annaaa	Positive
1565	 Ithilude enkilum tirichu varuka lalettan fans waiting....	Positive
1566	 Sreelumaram kandu padilli aampillaru cinemayedukkunnathu engane ennu	Positive
1567	 Mamangam fans show kandirikkum ad ini eath time ayalum ikkayum eattanum namukk  oru Poleyalle	Positive
1568	 aadhyamayittanu oru nmalayala sinimayude trailer ithrayum dhivasam trendingil nilkkunnath !	Positive
1569	 Kandirikum..december season jayettan lelathil angu pidichunu paranjekk kta..jayasurya fans oru like adiche....	Positive
1570	 daivame chadichooo copy sundaran analloooo  ini enthellaam kaananam	Negative
1571	 Trailer Kandal ariyam super hit aakum	Positive
1572	 Dislike adicha makkale okke onn kaanendi varum	Negative
1573	 V A sree kumar is indian film joker in malayalam industry fool poda sree kumari myre poyi chavada vatta	Negative
1574	 Trailer releasin munpe vann dislike adich pokunna kure vaanangal... 🤐 antha bayam irkattum...	Negative
1575	 lalettante mass kanam vannavar mathram  adiikku  like#latettan poli	Positive
1576	 Its wanaah great¥€¥ polichu laalettan chankanu chankidippanu lalettaan	Positive
1577	 രോമാഞ്ചം     ഇതാണ്  real megastar ilove mammukka	Positive
1578	 Mammooka ingalu powli anu ... Waiting	Positive
1579	 Inganoru adaar trailer kanditt dislike adikkan aarkka thonnukaa...even the haters cannot...ikka superb🤩	Positive
1580	 Havy Trailer enikkoru 10 like  Tharp	Positive
1581	 Idivett trailer . Mammukka ennum njangalde swantham	Positive
1582	 12 varsham ithinuvendi jeevicha oraalude chorayanu ee cinema. Ellavarum nannayi varum...	unknown_state
1583	 lalettan annum innum kolla mass  ejjathi feel	Positive
1584	 Prithvirajnte movie alle...Appol aa oru standard prathikeshikam.... Trailer kalakki	Positive
1585	 Marakkar polichadukkum Mone kando laletta Love you	Positive
1586	 IAM LALETTAN fan but  Mammokka us marana mass	Positive
1587	 Padam muzhuvan trailer il thanne indalla	Mixed_feelings
1588	 Nala movie aayirunu..ottum flexible alaatha lalettann edhin onum patilaa..meesha pirii role thanaal ok	Negative
1589	 Love u lalettaa..  ithupoloru film...  malalayalathil aarkk edukkaan pattum?	unknown_state
1590	 Lahari channel subscibers orupad koodii MAMANKAM karnam	unknown_state
1591	 Ente doubt enthaan vechal  aaran ee Lucifer ?	unknown_state
1592	 Ee quliti anu Malayalam filims vadathu	unknown_state
1593	 Ntammo ikka pwolichu  Padam kidu Aayirikkum	Positive
1594	 അബ്രാം ഖുറേഷി... FaNS.. Hit The LIKE Button.. Adichu pottikeda makkale	unknown_state
1595	 200 kodi clubil orapullavar like pls	unknown_state
1596	 2.k dislikes. Nthonadey nallathine nallath enn parayanam. Kayakulam kochuniye kall Kollam	Negative
1597	 Pwli pwli entammoooo reksha illa marana mass Ettan pakka masss	Positive
1598	 Trailer ethra thavana kandunn oorma ollavarundo....kandittum kandittum mathiyaavunnillaa....ikkaa	Positive
1599	 Katta waiting mone aganeyenkilum 8or clock aayikundenkil	Positive
1600	 vishuvinu     padakkam kittathe  iriikayirunnu... ikkayudepadakkam vannappo santhoshaaayi	Negative
1601	 Katta Waiting..... Suraj Ettanteyum Saubin Sahirinteyum... Vere Level Comady Film Aaavaam	Positive
1602	 Kanditt oru 10 Kollam mumbu irangiyenkil Hit aakenda item pole thonni... Anyways all the best Team TP	Mixed_feelings
1603	 Entirely different dileep etta   A10 okke kanunundallo alle	unknown_state
1604	 Vada..  ithu kettu romancham vannavarku likenulla coment	unknown_state
1605	 1:34 BG il blur aayt nikuna aal prithvi aayt thonyath nik mathranoo?	unknown_state
1606	 Polich  .   Best film in 2019	Positive
1607	 0:48 nammude Pubg SLR nu vendi oru like ADI🤗🤗	unknown_state
1608	 ithu tanda mammoty. late aayi vandhalum latest  aayi vanthiduve da	Positive
1609	 Lucifer ethara view anenu nokan idaku idaku varunavaruku likean ulla sathalam	unknown_state
1610	 Dislike adikunavanmaruda oru thandakku vili varavu vechakke	Negative
1611	 Luccifer trailerinu 10 millionilethicha. Editarmaarile pon sooryan	Positive
1612	 Mammokka nigalude hardworkinu nalla vijayam thane kittum	Positive
1613	 Ntey mashey...... Sammadikoollalley ikka fan akann......	Positive
1614	 Fuckin hell !! Kalakki mone !	Mixed_feelings
1615	 Ee trailer ippo kanan varunnavar adi like..	unknown_state
1616	 Odiyan fans like here.100 CR collectn kitumnu orapullavar like	unknown_state
1617	 Endhinaa makkale kooduthal aa varavoru varavaraaan mmle swandham ikka	Positive
1618	 Ee onam ini arum nokkandaa ettan parayan paranju	Positive
1619	 Trailer rum teaser rum Vidal cinema eganeya endho. Chilayidathokke VELLIMOOGA FEEL kittyavarokke adikkeda like	Mixed_feelings
1620	 bilalainu david nainanu undaya nalla kolakolli item	Positive
1621	 Kanan pattilla muthe  nmmale Malaysia  il apol vrunne	unknown_state
1622	 eda rithwik nine njan theriparjilaloo ennitt ninte samkkaram kanichuvale f fff .valarthu dhosham nint ppp	Negative
1623	 Trailer superb but odiyanum inganaarnnu	Mixed_feelings
1624	 Unni mukundhantea oru dialogue kelkan aaaagrahichavarundo	unknown_state
1625	 pinne JAPAN ne kurich parayanda ...nalu BENGALIKAL ninn randu sidelnn mannu valichu kadalilekk ittal theeravunnathe ullu	Mixed_feelings
1626	 Stephen thanne kolam enn parayunnavar adi like	unknown_state
1627	 13 minutes 94k viewers  ith polikkum	Positive
1628	 Ithoru powli powlikkum ikka marana mass.	Positive
1629	 8 mani onnu vegan aavu	unknown_state
1630	 Movie kandathine shesham vannavarundengii adiyada oru Madura like	unknown_state
1631	 Ittichante vaka oru sample vedikettu koodi	unknown_state
1632	 Ithu vere oru cinema aakiya mathiyayirinnu. This is nothing at all like pokkiriraja	Mixed_feelings
1633	 Ithu vere level aane makkale.	Positive
1634	 KANJI CHODHICHU INI ARUM VARARUTH ASSAL BIRIYANI THANNE ANGU THANNU VITTITTUNDENNU PARANJEKKU	Positive
1635	 Ithoru onn onnara item thanne  Love u mammoookaaa	Positive
1636	 Ithinidakk 2 pearum dislike paniyum kashttam	Negative
1637	 Trailer last seen onnu oorthu vecho	unknown_state
1638	 1:23 ee shot repeat adich theatre il enganirikkum enn alojich romanjam konda etra perond	Positive
1639	 Ethokke aranavo unlike adikkuneeee.. .Aaaa Freak pennu song like adichavar analley	Negative
1640	 Prthwiraj ulla karyam twist ayi poyi	unknown_state
1641	 Dileepum anusitrarem oreclassil irunnu padichatha ennude para. Adipoli cinema	unknown_state
1642	 Kalakkan kidu marana mass mammukka pwolikyum	Positive
1643	 Aadyayitta oru comment vidune video kandaal aarum onnu comment ittupovum	Positive
1644	 lalettan kalakki.....polich...... ithine vellan oru madhurarjayude treaserinum pattilla	Positive
1645	 Surajinu ee vesham okkea kodukaathe..athraku prayam onnumilla ee manusysnu..	Mixed_feelings
1646	 8 hour kazhinjittum 1M polum aayilla	unknown_state
1647	 Kallay thuramukathey ghureshimarod chodichariyanamyrunu chadrothey churika chooru mammmoooka ningal mwuthaan	unknown_state
1648	 10k Like Challenge........ Only for Lalettan Fans................	unknown_state
1649	 Naalu bengalikal rand side il ninn mannu valich kadalilitta theerunnathe ullu ninte japan	unknown_state
1650	 Chekkan ennaa look aahh..  Tovi ishtam	Positive
1651	 Cinema kand vannathin shesham trailer onnoodi kanumbo adipoli feel	Positive
1652	 Enna parayana  onnum parayanilla	unknown_state
1653	 Dislike adikkunna aalukal nthayalum nalla thanthakk pirannavaralla...angane ulla shikandikalkk ente naduviral pranamam	Negative
