	No.	Sentence	label1	label2
559	744	Mai jaanti agar tumne use shaadi Ki to WO mujhe tum he kabhi baat tak karne nhi degi mujhe pata hai aaj usko Meri zarurart hai to WO mujhe itna importants deri	0	0
3558	4489	I want it i want it i want itttttttttt ???	1	1
2774	3474	Bhai aa gaye hai jai jai bajrangbali	2	2
267	393	Bade dhayan se dekh rahe ho	1	1
395	563	Modi ji agar 10 sal pahle pm bane hote to aaj india ki tasbeer dusari hoti sayad india china ke barabar me hota.	2	2
962	1233	Alisha sallu hat ni aane vala the sapne dekhna band karo	1	1
1698	2118	I love you meri jan aap sah bohot piyar karty hoo	2	2
671	862	Tere naam ke ladke diban h pata nahi	2	2
1189	1525	koi kuch bhe khe ap hit ho	2	2
1757	2180	Sallu bhai meri bhoot fan	1	1
336	495	congratulation sir ji	2	2
2845	3663	Apke liye possible nai hai sbko persanaly reply krna to apne ek bar me sbko thanx bol diya..acha hai..	2	2
1762	2186	Per hum kaisy aap sai bat kar sakty hain plz tell me plzzz?z?zzzzzzz?zz	1	1
652	842	Indian's star salmankhan	2	2
2580	3070	Salman khan kaha ho?	1	1
226	318	mene ap ke paas mail kiya hai mughhhhhe aap se answer chahiye	1	1
1975	2405	Sallu aj m bt kiay bgair nh jany wala	1	1
447	625	usse bol de keep distance wid me nonsense admi jo sirf apna kam banta rakhe	0	0
264	390	Har har modi ghar ghar modi all world modi ji gud work sir ji	2	2
3786	4805	Kare chamara sale	0	0
2832	3640	Salman plz  plz  fulfill my 1 wish	2	2
178	247	Modi ji grat	2	2
1622	2035	Arif khan kounse news channel par dikhain hai sirf itna batado	1	1
960	1231	Aap ka bhi insaf honga. yaha nahi to waha honga. . inshallha	1	1
2475	2934	sallu mia bhul gye sab kuch yaad nhi unhe ab kuch	1	1
2892	3742	Hihihi sab ko ullu bana raha he salman	1	1
1966	2395	Bhai 5 mint rhegaye	1	1
1320	1678	main aapki bahu bahut bahut bahut bahut badi fan hu	2	2
2775	3476	Bhai 4 baj gaye hain	1	1
2391	2842	bhai aao n	1	1
2374	2823	Fav..food kya hai	1	1
3540	4471	i love u soooooooooooooooooooooooooooooooooooooo+00000000000+00000000000000+000000000000-000000000+0000000+0000+0000+000+00+0 Mich and u r beautiful+awesome	2	2
1364	1728	Hi salman bhai kisa hai	1	1
3825	4874	bhai is best bhai aap ki film kamayab hogi only salman bhai	2	2
747	946	Vani ap salok se raho muj ko jo b bura kahe ga allah pak deketa hai	0	0
2223	2659	hello Sallu bhai , kaise ho aaapp bhai ? mei aapka badaa fan huu bhai :)	1	1
2871	3710	Reply krdo bhaaaaaaaaaaaaaaaai	2	2
3186	4104	Aapko hamari b umar lag jaye, itne bade fan hi ham	2	2
3829	4882	I love sallu bhai jaan	2	2
3439	4361	Sallu kya likha hai kuch samajh nhi aaya	1	1
3506	4430	Salman kaso ho	1	1
304	453	Aaj har nagarik ke man main ek hi chahat hai ki narendra modi kuch karenge.aaj haar yuba	2	2
2828	3635	baat online kr rhe the bhai...abhi 5 bje khtm hua h	2	2
3419	4341	nyc sallu bhai..	2	2
1278	1627	Ekela boycot kar awaiz tu kamyaab ho jayega paaka sirf tu mat ja	1	1
865	1108	Bhai hamara naseeb kha hum aapke sath party kar sake	1	1
196	275	Lambe samay ke baad desh ko ek samarth n samarthyavan neta mila hai jo videsho me bhi lokpriya hai.	2	2
1050	1340	Tum mere jaan ho bhai plz 1 bar call ya msg tu h to bola tha like ya comment karo tum padty ho na .	2	2
2536	3009	Bhai bhuk lagi khana nahi khane jara aap ka wait kar raha	2	2
2911	3766	Sab log sun lo salman bhai rat ke 10 bje aayenge	2	2
26	35	Mujhe gussa un saale hinduo par aata hai jo nasmjhi me modi ji ka virodh karte hain ..	0	0
2815	3618	Rammi hindo salman. Kafir kuty ho tum gandooo	0	0
3052	3958	mere sawal ka jawab koi nhi de sakta ;)	2	2
3693	4680	buri tarah se flop ho teri mv sale bajrangi jake cast chng kr phle h####	0	0
1778	2202	Kamal karte ho bajrangi bhaiya itna intzar ;-)	1	1
1211	1550	Akib Jawad TU SULTAN KO FLOP KARAYEGA TU ABE JA CHUTIYA JA TU YHA SE NHI TO THOK DUNGA	0	0
2928	3789	hlo sir kuch to kho	2	2
3547	4478	Rock salman bhaijaan jaisa koi ni	1	1
699	891	mast hai bahi	2	2
1704	2124	Bahuth dinonke badu aap ka face me khusi deku rahahu.	1	1
1041	1329	bhupender panwar hijda musalmaan hai	0	0
1454	1842	Mulle ne ek mulle ko bacha liya...	1	1
50	62	Mahan bharat ka mahan beta har har modhi	2	2
3421	4343	BAJRANGI BHAIJAAN 700 CRORE!!	2	2
2734	3378	waah todi or request krke dekho tb bhi nhi dekhai dege salman bhai	1	1
2119	2552	Bhai.post plz	1	1
847	1085	eid baad hogi bhai party to wo bhi bajrangi bhaizan movie ke saath sbhi no tv no movie	2	2
725	919	salman khan bet hiro mai yuske sath pkchr me ka krna chta hu	1	1
1987	2418	Bhai plz plz jaldi aao	1	1
3255	4174	Muje apse shadi karni hai	1	1
3595	4540	300crore aram se kama legi	2	2
3876	4972	sir aap dil jeet liya kya movie ti	2	2
1372	1738	salman khan ilove u wii u married me	2	2
2545	3020	Jaise#bajrangi k seena hmko #HANUMAN milanga.hum sbka dil ma sirf#SALMAN milanga.	1	1
2421	2876	Wait karana achi baat nahi hoti hai bhai.... Bhai sirf rona baki hai	1	1
742	940	Salman bhai ab to ap shadi kr lain...	1	1
56	74	Modi ji kale kuto Ka ilaj ker do bhut bimar hai	2	2
1556	1966	100 se jyda msg kiye aapko sir ab to kuch rply do? Kab se ankho char kar ke betha hu	1	1
223	315	oh great,,..har din apko dekh ke nai urja milta hai.ap jio hajoro sal sir ji or india ko biswa bijai banao..	2	2
3758	4767	Bhai jaan agai ap reply daitai ho to ek reply or dai daina.	1	1
1054	1345	I think vai app padhtey hongey plzz mai appse milna chata hu	1	1
1114	1423	Party with salman & bebo kon miss krega	1	1
2626	3139	bhai aapke answer k liy boht piche jana pdega	1	1
2750	3406	Bhai jaan 4.30 pm ho gaiya hai ab to online avo kitna wait karvoga	1	1
3813	4846	abhi bhi sant rahu tumhara dimag to thik hai tumhe abhi tumhe samajh nahi aarha na jis din koi aur mujhe koi aur lejaega sadi karke usdin samajh aaega tumhe abhi baithe raho tum	1	1
3312	4233	Salman apko mujh pa trust ni ha ya ap khuc smjhty he ni mujhe	1	1
3213	4131	Salman bhai bada wala tharra Desi ka pike so gaye Heheheh	0	0
3079	3990	Abi tk chhar n bje k konsi ghadi lga rki h,,	0	0
2236	2673	Salman..bhai ..aap dekh rahe ho kya kitne fans aapki wait kar rahe hai..just Hello to kehdo Sabko	1	1
923	1187	salman ki band baj jani chahiye is baar	0	0
2950	3818	Allah pak apko hadyat de bhai jan .. ameen	1	1
508	689	Asli swachhta safai krne se hoti hai sir photo khinchwane se nhi	0	0
408	579	Sbi congresio se request h wo skill india mai addmission lekar kuch kaam seekh le.. khali baithe dimag khurapat krta h.. ghotale ko apni skill na samze.	2	2
1864	2291	Bhai aap kha baat krogge	1	1
1053	1343	Salman khan Bajrangi kutta maa ka lauda bhenchod	0	0
2252	2691	bhai 4 baaj chukay hai party abhi baqi hai	1	1
3	5	Wah! Jitni sundar geet ke bhao hain utnihi sundar aur sureeli aawaz hai .	2	2
2269	2711	Bhaijan kese ho	1	1
750	951	Chutiya salman.....khan banna hai to pahle shahrukh ban	0	0
3627	4596	Please salman tu to janta hai k tere page pe kese kese log hai chiiiii aap ek reply do na please	1	1
481	662	hiii mai ok huiii :)	1	1
682	874	bulawa ho na ho ham yayege or entjar ke liye chale jaye ge	1	1
3091	4004	bhai ne to popat kar diya	0	0
1080	1379	Bhai jaan k se hai ap ghar wale k se hai ya film bajrangi bhaijaan qameebi ho gayi mujhe ko i d me add krna ha apko Ramzan ap sub ko Mubarak ho. Saad Khan pakistan Karachi .	2	2
3327	4248	#salman khan is rocking star	2	2
255	375	Sunil ji Brahmand ke Sher hain hamarein Modi Ji	2	2
2349	2794	I love you. I fill you. I think you and marnasa pahla apsa 1bar milongga jaroor. I'm from Bangladesh.	2	2
3844	4906	handsome sallu <3	2	2
495	676	hlooo shalu bhai kya hal h	1	1
721	915	apne aap ko kya samjhte ho mushalman ko challage dete ho ab dekho hum mushlman bhi kuch kam nai he	0	0
3847	4915	Ya tumare liye bhi important nhi hoon	1	1
3624	4593	Abbu Ki shopping hogai bas Ammi Ki shopping baaki hai	1	1
673	864	Salman realy good yar	2	2
3548	4479	Paglii hy kya tu Aliya Khan mene bola or tu sch man ri hye	0	0
309	461	P m ji roj yhi khre milte ho	0	0
665	856	Salman khan ki jai ho	2	2
1819	2245	tic toc ..tic toc...yaar ye time kyu nahi ja raha..	1	1
631	821	Hallo ji kya hall hia me Ramu kuma	1	1
2830	3637	Fake fake ....fake ye fake h. Suna sabny	2	2
1246	1592	Madar chord maa chuda Mumbai mai Hyd dheekha to maacood data tari	0	0
3161	4079	Sir ji kaha rah gye ab aa bhi jao jldi	1	1
3451	4374	SALMAN bhai ap tenshan mt lo apki movei supar dupar hit hai kuch m k l or kuch b k l hai jo apni (G) mra rhey hai or jo mra rhey hai vo bhi apki movei dekey gey mgr adath hai na suleymani kida jo ghusa hai......:)	2	2
1542	1952	4 pm ko salman bat krenge	1	1
3712	4711	flop. thaki huee moviee. bigg flo[	0	0
3665	4644	bst Of luck dear salman khan ..............<3	2	2
1141	1459	Kay baat hai bhai jaan....	2	2
295	437	india ka mal jitna paroge ghum lo 5 sal ke bad aap nehin aaoge	0	0
2371	2820	Bhai 4.10 hua jaldi aao na	1	1
1519	1929	Plzzz help me bhai plzz read my comment plzz help me.	1	1
505	686	i love you salman sir...aap ki movie dekh raha hu abhi judawa ..	2	2
3498	4422	Nitin Saxena bhai order krdia kya???	1	1
855	1095	Sory main nhe aasg t main pakistan main ho???	1	1
1748	2171	tik hai bhai jaisa aap bolo	1	1
74	101	Wah modi sab	2	2
1356	1719	Asak...aap apni maa se aur apne bhaiyon se bahot pyar kerte hain bahot acha lagta hai	2	2
643	833	bhai aap ki bhaijaan movi bhi 200 cr karegi	2	2
678	869	Salaman to harami he......tu musalman hoke kafir ban gaya he....sale kutte...samne to aa jaan se maar du tuje....	0	0
1982	2413	sab se bada my hun salman khan ka deewana	1	1
2926	3784	Itna intezar to roza khulna ka bhi ni krta jitna apka ek post ka karta hooo ....plzz reply  karain maharbani apki bhtt bhtt	2	2
71	96	Congrats modi jee	2	2
207	293	Modi ji aapnea teo kamaal kar diya ji aap ka kaam deakhatea hi muchha majaa aa jata hai ,tv. Per dekhea nhi ki mud fresh ,congratulations ji	2	2
909	1172	Ramadan Mubarak salu bhi..	1	1
3818	4859	Hangover teri yado ka	2	2
149	206	aaj ke mahatma gandhi P.M.Modi jee modi jee me swami vivekanand ki chhavi bhi dikhtee hai	2	2
1925	2353	Arey yrr jaldi kro wait kr kr ke dimag ka dahi ho gya	1	1
3490	4414	Bhaijan ak hi hain.....SALMAN......	1	1
2495	2955	aapka har andaz hi anokha hai janaab	1	1
2613	3121	bhaijan ke kamar pe dard hn doctero ne araam karne ko bola hn ok frendz	1	1
1238	1584	True love to aisa hota hai jo kabhi uske aakho m aasu nhi dekh skta ho marna pitna to bhut dur ki baat h	1	1
2137	2570	Bhai 1 bar rply chahiye aapka kha ho sir	1	1
3014	3907	Salman bhiya mujhe aap ki dabang three me ek chota sa roll de dena	2	2
2542	3016	mujhe lag rha h koi admin ham sab ko dhokha de rha h..	1	1
1219	1560	Salman bhai mery comnt ka reply krna plzzzzzzzzz	1	1
3453	4376	aage aane wale time me tumko dekha de ge tumari aukat	0	0
3299	4220	koi bhi uss fake pi pr yakeen kaise kr sakta h itna hi doubt tha toh trailr launch wala video dkh le na chahiye tha sb clear ho jata	0	0
403	573	BJP youth ki skill niche video me dekhiye.	1	1
1805	2230	bhai kaam se fariq ho jau to bta dena pahle aap	1	1
3053	3960	Bhai plz thoda time humare liye bhi nikal lijiye hume bhi aapse baat karni h	1	1
43	55	Modije mera request hai ke ap apna whatsapp no de take mai live pic apko dekha saku	1	1
898	1157	very very very very very nice	2	2
261	386	background music plz..Phul mangu na bahar mangu Mai to sanam tera pyar mangu ?	1	1
154	213	modiji aap itna paysa ghumne me lagarahe ho desh girvi rakhana hai kya	0	0
942	1209	Tum kafar ho	0	0
23	29	wah wah Turkes	1	1
1685	2104	hum bajrangbli ke bhact h mar jayenge par jhoot ni bolenge	2	2
1103	1410	party kha pai hoygi bhai	1	1
1155	1477	Vadiaa veer ji	1	1
1113	1422	Aaj ki iftar party meri taraf se invition hai bhaijan apko pure pariwar ke sath	1	1
2021	2453	ok sallu 2mint letest	1	1
3531	4462	Abe ismail pakistan me chal v jaegii to 1 cror se jada okat kya h tum logo ki be	0	0
3019	3913	Hlw,bajrangi bhaijaan	1	1
2937	3799	Aayesha Khan yaha to bandh karo ye dhandha	0	0
2601	3103	facku jaldi warna ????	1	1
1185	1518	Mene kia qusor kia he salman g jo mjh se bat nai kerte reply nai kerte	1	1
2997	3886	hum bajarng bali k bhakt h or hum kbi juth nhi bolte .....kyo bhai ...	1	1
965	1237	sallu is bst	2	2
2912	3767	Kia  baat  kary gy	1	1
1612	2025	Salman bhai rumors phailri hai ki aap ne kaha Muslim ke bina movie hit karaonga is that true?	1	1
2115	2548	avi aap ajaona plz	1	1
1350	1713	Aaj ka bolke kal par taal diya.. Salman bhai aapse aisi ummed na thi	0	0
823	1057	hello sir kaise ho plz reply tou de dou aaj plz sir	1	1
3169	4087	agr aana nhi tha to bolna jroori tha :(	0	0
1716	2137	salman aapne 3:30 bola tha	1	1
3679	4659	woowww! bajrangi bhaijaan superhit hogi... meri bhagwan se prarthna he ki yah film super-duperhit hogi...	2	2
419	593	Jai jai garvi GUJARAT	2	2
3699	4693	bhai bajrangi bhaijaan pendant mila mujhe...Aaj ki party meri taraf se song launching par in JW Marriott Hotel me... thnx bhai	2	2
1505	1913	Salman sir answers dain gey kya..	1	1
650	840	dashing salman khan ..	2	2
763	966	mai tumhari jitni achhi nahi dikhti par tumse bhot achhi hun tumhari trah jhutte pyar ka natak nahi karti	0	0
2861	3689	wtng for ur rply ....plz	2	2
2956	3828	salman khan ka aphran ho gya tv pe aa rha h	2	2
1493	1901	per salman g hm aap video chat pe dekhpaenge to aege werna nai her unjan k sath hm chat nahi kersekte	1	1
3733	4737	Mast hai bhaiiiii	2	2
459	640	Salman ji hey	2	2
3309	4230	GUD NIHT DOST ALAH AFIZ SALMAN KHAN MERY GAN TUM	1	1
1208	1547	mast hai bhai jaan	2	2
2900	3751	sir ye too National tragedy hoo jayegii agar ajj apne fan ko reply nahi diyaa ;)	0	0
1134	1451	Bhaijan eid Mubarak Aap ko pyaar karty ho	2	2
361	526	Home guard logo ki bhalaye karo pechele baad me bade bade kaam kerna.Chotta sa kaam kerdo pechele	2	2
1031	1317	Ashu Singh tumhari baat hamai samag nahi arahi	1	1
1152	1473	Teri maa ka	0	0
2408	2863	yeh salman khan ki purani aadat hai.... late aana :p	1	1
2172	2605	Sir 4 baj gaye	1	1
1480	1883	ami tomake khub valobasi, i love u bhai jan	2	2
3580	4516	Sir.sera ke bad me mai aapka bodygurd rhunga..	2	2
2281	2724	Nhi mili kick	1	1
3176	4094	zindagi bhar intezar bhaiiiii.....is duniya mein sirf aap ke liye	1	1
115	160	Modiji aapko hajaro salam.bahut pm aaya gaya karod lekhe gaya but aaptho imndar pm best of luck	2	2
3095	4011	sir humne 200 se bhi adik msg kiya pl 1 to kuch bol do aap	1	1
893	1149	Kise khushi main party de hai aap ne apne kaha tha aap sare comment padhte ho to ek reply to banta hai	1	1
1288	1642	Bhaijaan...app tnsn free raho...	1	1
797	1018	Salman khan g kasy ho ap eid par jo movie ha wo tek ha par name tek ney ha mara msg dak lana g ok	1	1
856	1096	Movie flop ham sab ke tarfse aap ko bhai mmubarak	0	0
3585	4526	Bhai jaan ko salaam	2	2
3077	3987	Bhijan mera no  9933742434	1	1
2093	2525	Bewkoof bana rha hai koi .Salman itna free nhi hai. Jo chat krne baithey. Fake account hai yeh	1	1
358	521	Bharatmata lovely son modi jaihoo	2	2
3358	4279	salman sir aap bohut piyaare ho mashallah	2	2
1587	1997	4 bj gye lekin party abi baki h sir wh bhi eid ki	1	1
65	89	PM ka samman..........mera samman....JAY HIND	2	2
2444	2901	Kis kis ko jawab dungachalo ek lucky draw karta hu	1	1
3452	4375	Ye sab fake baatein h bhai sbhi religion key bht respect karte h or wo kbi kisi ko hurt nhi karte don't miss bajrangi bhaijaan movie m to jaonga first day or first show	1	1
1222	1563	Nic salman bai	2	2
2651	3184	Bhai ek bar hamse bat karlo cuz hame ek achievement  mil jayega apse bat karne ka	1	1
654	845	Meri zindingi aapko lag jaye bhaijaan yeh dua hai meri	2	2
595	783	bhai lv u......aapne zindgi me ek baar milna h...plz bhai kbhi ye msg pdho to.....plz mujhe ek call krke.... meri life khushiyon se bhar dena...	2	2
819	1050	Etni lambi speech sa kuch mi hotta sirf 2 word khna or unka suna sa frk atta h ........ sekho i love you sallu??	2	2
2356	2803	Salman khan pagal hai	1	1
1121	1435	@lwayz ready 4 uh salman sir....	1	1
148	205	Ek naya itihas banayega Modi ji ka karyekaal.	2	2
3333	4254	We dnt blv sch nonsense keep da gud wrk!!	1	1
1067	1362	Hum ka bole is kamine salman ke bare me bolna to bahut kuch hai I heat salman khan	0	0
509	690	SirAapne Jo musalmaano ke khilaaf statement diye wo galat he	0	0
2634	3148	Biceps 17 inchi banane ke liye kya kare.give me some tips.	1	1
1474	1873	mere frnd log apke hi fan he but wo log apke movie me jo chalisa he usse naraj he & qawali sunkar bahot khush he	1	1
3183	4101	pandey ji kamal kardiya apne aap 4.00pm ko batkarne wale thay apk 4.00 bajege bhi ya nahi	1	1
470	651	Bhai ak bar haryana me aajao aapko bhut achi khani duga	2	2
1095	1397	gulmira ne kya likha h. . . .	1	1
3285	4205	GUD NYT BHAI	1	1
463	644	Suna he ki ap actors log aam janta ko reply nahi karte aisa nahi karna chahiye	1	1
1434	1817	mujhe nhi pta aap fb par hai ya nhi fake id bhi ho sakti hai lekin aap bhaijaan hai or martay dum tak mere bhaijaan he rahenge kyunki mein aapse behad pyar karta hu.	2	2
138	194	Gandhiji ka sanman itnato congress ne bhi nahi kiya	2	2
296	439	modiG u r great pm.lakin un sainiko ka bhi koi solutation h jo jantr mantr pat 29 din se bhukh hardtal oar baitha h.aur hamara media is news ko dikha bhi nhi raha h.WaH india ka media wah	2	2
691	883	Idoit...salman aap muslim hai...Aisa faission show kyon karwaya..allah likkar	0	0
2354	2800	Apki PA team ki watch kharab h shayad...4 toh baj gaye..:-(	1	1
2016	2448	4 bj gye bhai.... aa jao ab	1	1
504	685	Meri akhri khosies h Ek br tujse sirf milna chate bs	2	2
2738	3385	Hlo salman sir mai aur mere mammi papa apke bhut bde fan h	1	1
2406	2861	Kmal krty ho pandy g itna sara vett??	1	1
1262	1610	salam bhai app ke Roza kasa ja raha ap ka	1	1
2126	2559	4 baj gaye lekin party abhi baki hai	1	1
3449	4372	khud ko fans bolte hai lekin kabhi fans ban nhi sakte kyuki kabhi kosis hee nhi ki samjhne ki bhai ko	0	0
3573	4508	bhai jan duaa hei k appki film sooper dooper hit ho.	2	2
437	613	jai ho bharat ki	2	2
3659	4635	Best acter.....salman khan	2	2
2003	2435	suru kar do yaar	1	1
975	1247	o ja gashti k bachey musalman ho k hindu bna hai lanat tere pe	0	0
2197	2632	bajrangi bhai dar gaye is idd me lagta he	1	1
1736	2159	Aap katrina se shaadi kyun nahi kar lete...? Sallu miya	1	1
1106	1414	hamaare duvaa aapke saath he bhijaan ham aapke leye kuch bhe kr sakte he	2	2
2630	3143	Magar ap bata he nhe raha ha	2	2
2264	2705	Hellooooo 6 mint upar ho gayyyyyy	1	1
1169	1495	selfie le lo bhai ke saath	1	1
520	701	looking soo handsm???	2	2
3207	4125	salman ab nhi bachoge jab tak reply nhi doge mai picha nhi chorne wali	0	0
777	988	Pata nehi ap msg dekh rahe ho ya nehi	1	1
2205	2640	4:5 hoge	1	1
464	645	Salman khan Aapko Aap ka feyn .taranam q stail ma dakhna chahta hai .	1	1
260	385	Modi ne kuch kiya ki nahi... wo pata nhi.. pr wo 5 sal me pura world jrur ghum kr aayega	0	0
3259	4178	welcome bajarangi bijaan	1	1
2501	2961	kamal karte ho panday ji hume bula kr khud hi gayaab .....	1	1
1582	1992	Asslam walekum salam sir	1	1
3029	3928	kya yr maine b mis kr diya #uhh	2	2
1840	2267	Sb bolte h mai apka bht bda fan hun lkn apki fan nhn apki ac hun plz jzt 1responce like cmnt kch v ek br mra naam h bol do bs wai kaafi h	1	1
2977	3855	Ye movie nahi chale bhai	1	1
211	298	Modi ji aap jesa koi nhi dhanywad aap desh ki kitni sewa karte hai jese ak beta apni ma ko poojta hai	2	2
1471	1870	are op logo bap hai bel hai	1	1
779	990	Love u salmaan khan ji love u so much mithuuuuu...mmuuaahh	2	2
2467	2924	Mujhe aap se ye umid nahi thi bhai	1	1
168	234	modi ji. Assam and megalaya me ak khel hota he jiska nam he ter plz usha bond kijea.	1	1
1231	1572	sir im upset becaz apki film pakistan mai eid ke ek week bd release ho gi sir ramzan mai sirf allah miyan se apki kushi mangi hai hamari dua qubol ho jaye ap hamesha kamiyab hun.im samaira from pakistan i always woh aye ni and support u.	2	2
2521	2987	Arre salman bhai kanha ho app 4 bajke 15 min ho gaya	1	1
450	628	tum kab jwab doge mujhe	1	1
105	146	jai ho modi jii	2	2
2307	2750	4 bj gye hai kb aaoge online	1	1
3172	4090	Acha ab mulliya b fb chalane lagi hai	1	1
1645	2060	salman bhai sab aapko millna chahty hy but meko aap miloo ya na millo bass duaa dyna our aapke jyis meko bing human trust nikal na hy help me takee our bachho ko help kar sako mai bass duaa millaa	2	2
